"","session_id","ord0","ord1","ord2","ord3","ord4","ord5","ord6","ord7","ord8","ord9","ord10","ord11","ord12","ord13","session_last_update_date","t.cesd","t.consent","t.deq","t.instcesd","t.instdeq","t.instiat","t.instqiat","t.instrses","t.instsds","t.lastpage","t.pimgr","t.realstart","t.rses","t.sc.iat","t.sc.qiat","t.sds","total_secs","completion_secs"
"807",9862962,"pimgr","consent","realstart","instdeq","deq","instrses",,,,,,,,,,,4,9,,1,,,,,,1,1,,,,,16,
"808",9862966,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,4,,,,,1,,,,0,1,,,,,6,
"809",9862968,"pimgr","consent","realstart","instiat",,,,,,,,,,,,,9,,,,,,,,,3,12,,,,,24,
"810",9862985,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-23 16:39:44,17,3,28,7,3,,4,2,2,0,1,3,33,,563,292,958,958
"811",9862993,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat",,,,,,,,,,6,,,,2,,8,,,1,27,47,,,,91,
"812",9862996,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-23 16:35:00,16,15,23,1,2,6,,2,2,0,1,6,27,217,,33,351,351
"813",9863006,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-23 16:53:05,44,7,49,9,14,,54,11,8,0,1,2,57,,707,47,1010,1010
"814",9863007,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"815",9863021,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"816",9863024,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-23 17:03:42,15,2,20,2,8,7,,3,1,0,1,1,30,219,,31,340,340
"817",9863039,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-23 17:21:33,29,6,41,3,7,,7,7,2,0,2,2,54,,695,52,907,907
"818",9863053,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-23 17:24:28,24,13,43,6,8,16,,10,8,0,2,8,58,274,,42,512,512
"819",9863056,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,
"820",9863057,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat",,,,,,,,,,3,,,,,3,2,,,1,3,50,,,,62,
"821",9863070,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-23 17:50:08,41,3,37,13,3,,2,6,10,0,2,2,84,,976,76,1255,1255
"822",9863072,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-23 17:39:54,21,2,30,2,4,5,,3,3,0,1,2,38,256,,26,393,393
"823",9863111,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-23 18:06:00,18,1,33,1,1,3,,2,36,0,2,2,36,442,,43,620,620
"824",9863131,"pimgr","consent","realstart","instdeq",,,,,,,,,,,,,7,,,,,,,,,1,4,,,,,12,
"825",9863141,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-23 18:30:58,19,8,38,8,12,36,,9,7,0,3,9,43,364,,40,596,596
"826",9863143,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-23 18:46:22,27,16,63,3,1,,3,12,2,0,0,2,77,,1164,68,1438,1438
"827",9863151,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-23 18:44:50,70,4,63,2,3,4,,3,2,0,2,3,68,449,,64,737,737
"828",9863166,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat",,,,,,,,,,1,,,,27,,13,,,1,2,57,,,,101,
"829",9863167,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,11,,,,,3,,,,1,5,,,,,20,
"830",9863185,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-23 19:20:51,26,854,37,10,4,3,,11,4,0,2,2,46,276,,40,1315,1315
"831",9863197,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-23 19:22:43,23,7,27,2,4,16,,6,1,0,4,6,49,234,,33,412,412
"832",9863211,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-23 19:45:33,25,8,38,9,9,,5,7,6,0,1,12,44,,704,49,917,917
"833",9863213,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-23 19:45:10,63,7,106,8,11,26,,7,7,0,0,5,78,311,,106,735,735
"834",9863218,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-23 19:53:15,27,14,54,4,4,,5,7,4,0,1,2,72,,699,29,922,922
"835",9863227,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-23 19:56:52,43,10,50,2,4,19,,12,4,0,2,9,107,358,,51,671,671
"836",9863242,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat",,,,,,,,54,128,,23,,11,15,,,2,12,132,,,,377,
"837",9863250,"pimgr","consent","realstart","instdeq","deq","instiat",,,,,,,,,,,6,31,,9,,,,,,1,6,,,,,53,
"838",9863261,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-23 20:44:45,37,5,58,2,4,,2,1,3,0,0,2,68,,813,72,1067,1067
"839",9863269,"pimgr","consent","realstart","instdeq","deq",,,,,,,,,,,,4,,,4,,,,,,1,2,,,,,11,
"840",9863274,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-23 21:02:10,26,10,46,4,9,42,,8,3,0,1,8,42,310,,62,571,571
"841",9863281,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-23 21:16:16,31,15,41,6,19,39,,15,9,0,3,7,86,417,,41,729,729
"842",9863293,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-23 21:30:55,23,22,36,2,4,,3,4,3,0,0,3,53,,582,34,769,769
"843",9863333,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-23 22:03:16,29,2,39,1,6,6,,4,1,0,0,4,35,214,,33,374,374
"844",9863365,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-23 22:53:45,22,5,38,2,7,,6,5,3,0,2,3,54,,598,46,791,791
"845",9863370,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-23 23:15:17,46,2,75,2,4,,2,1,2,0,2,2,66,,1555,78,1837,1837
"846",9863380,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,9,,,,8,,,,,1,7,,,,,25,
"847",9863381,"pimgr","consent","realstart","instdeq","deq",,,,,,,,,,,,4,,,3,,,,,,1,3,,,,,11,
"848",9863402,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"849",9863410,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-24 00:15:48,23,7,29,4,12,,18,5,4,0,14,10,48,,647,38,859,859
"850",9863420,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat",,,,,,,,3,17,,2,,2,1,,,0,2,24,,,,51,
"851",9863434,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,9,,,,,2,,,,2,3,,,,,16,
"852",9863436,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-24 00:55:42,18,3,36,23,3,20,,18,3,0,1,168,35,259,,33,620,620
"853",9863448,"pimgr","consent","realstart","instdeq",,,,,,,,,,,,,2,,,,,,,,,0,1,,,,,3,
"854",9863477,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat",,,,,,,,,,3,29,,5,16,,,,,5,3,,,,,61,
"855",9863506,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-24 04:36:18,25,13,40,8,6,20,,9,8,0,5,215,51,235,,35,670,670
"856",9863515,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"857",9863558,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,3,,,,,6,,,,1,9,,,,,19,
"858",9863562,"pimgr","consent","realstart","instdeq",,,,,,,,,,,,,6,,,,,,,,,1,7,,,,,14,
"859",9863563,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-24 07:28:02,21,12,27,5,3,,5,9,4,0,2,3,39,,438,30,598,598
"860",9863566,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-24 07:57:54,26,3,40,1,7,,4,4,3,0,1,3,47,,642,43,824,824
"861",9863567,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-24 07:59:08,43,8,59,2,2,4,,4,14,0,3,2,69,380,,75,665,665
"862",9863578,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-24 08:23:41,25,8,22,3,3,35,,7,4,0,1,8,31,312,,30,489,489
"863",9863585,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-24 09:12:44,24,909,33,4,17,,6,5,3,0,1,160,50,,559,38,1809,1809
"864",9863595,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-24 09:16:10,44,2,50,11,6,,4,14,13,0,1,7,63,,726,59,1000,1000
"865",9863605,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-24 09:28:31,19,3,33,5,7,93,,9,5,0,1,14,42,323,,44,598,598
"866",9863626,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-24 10:00:54,25,2,54,2,3,,5,12,6,0,1,3,49,,617,48,827,827
"867",9863631,"pimgr","consent","realstart",,,,,,,,,,,,,,11,,,,,,,,,1,,,,,,12,
"868",9863664,"pimgr","consent","realstart","instdeq","deq","instrses","rses",,,,,,,,,,11,23,,3,,,3,,,1,3,,,,,44,
"869",9863675,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-24 12:05:31,24,4,40,2,4,15,,3,5,0,2,4,55,629,,35,822,822
"870",9863682,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-24 12:10:36,25,12,36,7,6,37,,6,4,0,3,7,48,334,,42,567,567
"871",9863710,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-24 12:38:00,14,30,24,8,16,35,,11,11,0,3,6,24,351,,22,555,555
"872",9863711,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-24 12:52:20,40,4,60,13,12,,7,12,10,0,2,10,67,,1105,50,1392,1392
"873",9863715,"pimgr","consent","realstart","instqiat",,,,,,,,,,,,,12,,,,,,,,,0,2,,,,,14,
"874",9863724,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-24 12:43:50,27,4,37,2,6,,3,3,3,0,1,4,45,,457,39,631,631
"875",9863755,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat",,,,,,,,6,44,,5,,5,8,,,1,8,62,,,,139,
"876",9863769,"pimgr","consent","realstart",,,,,,,,,,,,,,14,,,,,,,,,3,,,,,,17,
"877",9863785,"pimgr","consent","realstart","instrses","rses",,,,,,,,,,,,4,,,,,,1,,,1,1,,,,,7,
"878",9863816,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,5071,,,,,3,,,,1,14,,,,,5089,
"879",9863823,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat",,,,,,,,,,6,36,,2,22,,,,,0,2,,,,,68,
"880",9863836,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"881",9863839,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-24 15:39:42,31,7,40,7,19,41,,9,7,0,1,10,52,376,,43,643,643
"882",9863892,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-24 17:18:21,24,6,27,13,13,,4,5,35,0,1,75,37,,710,35,985,985
"883",9863898,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-24 17:21:35,29,6,65,2,9,49,,4,2,0,1,9,71,345,,66,658,658
"884",9863926,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-24 18:01:41,24,9,37,9,7,11,,4,7,0,0,6,42,257,,40,453,453
"885",9863942,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-24 18:28:16,42,11,41,3,1,71,,7,2,0,1,4,54,356,,48,641,641
"886",9863978,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-24 19:13:27,26,13,57,2,14,30,,6,7,0,1,6,65,393,,49,669,669
"887",9863991,"pimgr","consent","realstart","instrses","rses","instqiat",,,,,,,,,,,22,,,,,,5,,,1,7,54,,,,89,
"888",9864007,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat",,,,,,,,,,4,,,,,75,38,,,2,22,128,,,,269,
"889",9864049,"pimgr","consent","realstart","instdeq",,,,,,,,,,,,,8,,,,,,,,,2,4,,,,,14,
"890",9864060,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-24 21:20:39,18,12,23,4,2,4,,3,2,0,0,5,42,241,,35,391,391
"891",9864073,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-24 21:53:39,25,12,21,3,4,,6,6,5,0,3,6,32,,604,28,755,755
"892",9864127,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat",,,,,,,,13,42,,9,,7,3,,,0,3,62,,,,139,
"893",9864141,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-24 23:29:13,18,3,30,6,2,,5,1,8,0,1,5,46,,546,40,711,711
"894",9864142,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-24 23:31:06,29,5,37,3,5,,6,4,4,0,1,6,58,,580,65,803,803
"895",9864154,"pimgr","consent","realstart",,,,,,,,,,,,,,35,,,,,,,,,8,,,,,,43,
"896",9864177,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"897",9864187,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-25 01:01:05,49,10,35,9,9,29,,22,12,0,0,7,72,452,,54,760,760
"898",9864188,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-25 01:02:50,17,5,69,2,4,,3,4,2,0,1,2,35,,477,25,646,646
"899",9864206,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-25 02:06:24,50,32,64,8,9,9,,8,6,0,4,4,69,485,,184,932,932
"900",9864210,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-25 02:20:54,27,9,61,4,5,19,,5,5,0,1,3,37,360,,40,576,576
"901",9864224,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,31,,,,37,,,,,6,10,,,,,84,
"902",9864240,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"903",9864259,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-25 05:59:14,47,3,39,6,15,,3,9,5,0,1,8,79,,554,48,817,817
"904",9864277,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-25 06:48:42,26,10,76,3,5,,5,7,4,0,3,5,66,,800,50,1060,1060
"905",9864311,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-25 08:29:18,27,15,30,8,6,,5,10,1,0,1,6,57,,717,44,927,927
"906",9864319,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-25 08:37:20,50,12,61,12,48,42,,29,12,0,2,7,57,309,,50,691,691
"907",9864397,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-25 09:41:23,13,4,26,1,3,6,,2,2,0,0,1,39,264,,26,387,387
"908",9864421,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-25 10:12:22,23,9,28,4,1,7,,4,1,0,3,4,59,193,,28,364,364
"909",9864433,"pimgr","consent","realstart","instdeq","deq","instqiat",,,,,,,,,,,19,83,,10,,,,,,3,4,,,,,119,
"910",9864455,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-25 10:44:40,21,6,19,5,4,,4,7,5,0,0,6,31,,393,24,525,525
"911",9864474,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat",,,,,,,,,2,27,,2,,,9,,,1,3,39,,,,83,
"912",9864482,"pimgr","consent","realstart","instrses","rses","instqiat",,,,,,,,,,,30,,,,,,8,,,1,8,125,,,,172,
"913",9864484,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-25 11:17:33,20,2,27,3,2,2,,3,4,0,2,3,28,187,,29,312,312
"914",9864493,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-25 11:32:58,52,15,58,9,8,,8,7,6,0,1,10,43,,716,55,988,988
"915",9864498,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,6,,,,,4,,,,1,2,,,,,13,
"916",9864528,"pimgr","consent","realstart",,,,,,,,,,,,,,3,,,,,,,,,0,,,,,,3,
"917",9864538,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-25 11:56:35,17,95,33,3,22,28,,4,6,0,1,5,38,252,,28,532,532
"918",9864546,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-25 12:00:48,24,5,35,4,9,,3,5,3,0,0,3,42,,434,45,612,612
"919",9864597,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-25 13:07:33,26,10,36,3,1447,5,,3,3,0,1,3,36,243,,22,1838,1838
"920",9864622,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-25 13:23:59,23,3,37,2,5,,3,7,1,0,1,1,32,,651,37,803,803
"921",9864674,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat",,,,,,,,,,18,39,,12,,4,,,,1,8,,,,,82,
"922",9864692,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"923",9864707,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-25 14:29:51,19,3,27,2,3,4,,2,2,0,1,8,43,252,,31,397,397
"924",9864729,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses",,,,,,,,7,31,,3,7,,7,,,2,2,,402,,,461,
"925",9864731,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-25 14:51:25,23,5,30,6,5,24,,14,3,0,4,2,46,310,,33,505,505
"926",9864735,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,43,,,,,6,,,,0,42,,,,,91,
"927",9864748,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-25 15:07:57,19,3,34,5,7,,2,2,2,0,3,2,39,,513,35,666,666
"928",9864755,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses",,,,,,,,4,38,,2,,23,5,,,1,6,,,274,,353,
"929",9864761,"pimgr","consent","realstart","instiat",,,,,,,,,,,,,7,,,,,,,,,1,8,,,,,16,
"930",9864766,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,
"931",9864783,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat",,,,,,,,8,38,,3,4,,3,,,2,2,41,,,,101,
"932",9864788,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,1,,,,2,,,,,1,3,,,,,7,
"933",9864799,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-25 15:47:17,22,3,47,7,2,2,,2,2,0,1,2,74,286,,41,491,491
"934",9864840,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-25 16:27:17,20,22,37,3,3,,4,14,6,0,1,4,89,,232,38,473,473
"935",9864863,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat",,,,,,,,10,93,,4,,2,1,,,1,2,54,,,,167,
"936",9864867,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-25 16:46:47,29,8,45,8,3,26,,35,4,0,1,5,51,239,,49,503,503
"937",9864889,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"938",9864921,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-25 17:29:59,30,19,44,7,6,,6,10,16,0,3,6,64,,757,67,1035,1035
"939",9864924,"pimgr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
"940",9864928,"pimgr","consent","realstart",,,,,,,,,,,,,,4,,,,,,,,,1,,,,,,5,
"941",9864954,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-25 18:39:33,45,2426,58,10,16,,17,8,9,0,1,9,53,,764,52,3468,3468
"942",9864956,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,
"943",9864957,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-25 17:52:20,45,16,46,4,4,4,,3,27,0,2,3,106,254,,47,561,561
"944",9864976,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,
"945",9864979,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-25 18:16:16,15,5,34,2,2,,12,4,3,0,0,3,47,,533,50,710,710
"946",9864986,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-25 18:28:09,97,9,100,3,14,27,,12,21,0,1,16,135,355,,178,968,968
"947",9864998,"pimgr","consent","realstart","instqiat","sc.qiat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-25 18:38:26,27,13,31,2,5,,5,10,3,0,1,3,39,,605,36,780,780
"948",9865008,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"949",9865012,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-25 18:45:36,44,5,54,6,5,15,,5,9,0,0,14,63,405,,51,676,676
"950",9865021,"pimgr","consent","realstart","instiat",,,,,,,,,,,,,5,,,,,,,,,1,5,,,,,11,
"951",9865029,"pimgr","consent","realstart","instrses",,,,,,,,,,,,,6,,,,,,,,,2,6,,,,,14,
"952",9865073,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-25 19:34:21,20,6,34,2,5,,4,5,4,0,1,4,46,,574,38,743,743
"953",9865096,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat",,,,,,,,4,42,,5,,8,10,,,2,14,49,,,,134,
"954",9865110,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-25 22:25:11,32,19,50,8,13,7164,,20,30,0,2,14,83,494,,44,7973,7973
"955",9865116,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-25 20:26:40,25,5,33,1,4,11,,5,4,0,1,2,39,321,,37,488,488
"956",9865128,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-25 20:50:11,48,22,79,10,10,71,,11,19,0,7,17,102,568,,43,1007,1007
