"","session_id","ord0","ord1","ord2","ord3","ord4","ord5","ord6","ord7","ord8","ord9","ord10","ord11","ord12","ord13","session_last_update_date","t.cesd","t.consent","t.deq","t.instcesd","t.instdeq","t.instiat","t.instqiat","t.instrses","t.instsds","t.lastpage","t.pimgr","t.realstart","t.rses","t.sc.iat","t.sc.qiat","t.sds","total_secs","completion_secs"
"538",9859424,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"539",9859436,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-21 09:54:37,18,1,12,2,3,3,,1,1,0,1,2,26,154,,20,244,244
"540",9859447,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-21 10:15:09,25,7,47,8,9,,7,12,9,0,2,10,62,,863,42,1103,1103
"541",9859466,"pimgr","consent","realstart","instqiat",,,,,,,,,,,,,21,,,,,,,,,1,5,,,,,27,
"542",9859479,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,
"543",9859480,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-21 10:22:59,18,7,24,2,3,15,,14,3,0,1,4,49,278,,29,447,447
"544",9859495,"pimgr","consent","realstart","instrses","rses","instdeq","deq",,,,,,,,,,3,,,2,,,2,,,1,7,48,,,,63,
"545",9859556,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-21 11:01:31,36,228,48,28,12,,4,14,8,0,0,3,51,,942,50,1424,1424
"546",9859580,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-21 11:02:29,24,21,36,4,6,3,,6,6,0,1,7,37,319,,37,507,507
"547",9859585,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,15,,,,2,,,,,0,2,,,,,19,
"548",9859588,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-21 11:08:22,41,3,42,3,1,2,,1,2,0,4,3,75,285,,56,518,518
"549",9859592,"pimgr","consent","realstart","instiat",,,,,,,,,,,,,5,,,,,,,,,1,7,,,,,13,
"550",9859609,"pimgr","consent","realstart","instdeq","deq",,,,,,,,,,,,2,,,1,,,,,,1,3,,,,,7,
"551",9859614,"pimgr","consent","realstart","instrses","rses","instqiat",,,,,,,,,,,6,,,,,,9,,,5,11,41,,,,72,
"552",9859621,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-21 11:22:39,31,14,26,7,8,31,,9,7,0,3,8,43,286,,38,511,511
"553",9859622,"pimgr","consent","realstart","instdeq","deq",,,,,,,,,,,,138,,,1,,,,,,1,7,,,,,147,
"554",9859626,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-21 11:30:12,22,10,30,4,6,,3,7,2,0,1,6,45,,572,34,742,742
"555",9859627,"pimgr","consent","realstart","instrses","rses","instiat","sc.iat","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-21 11:28:44,18,8,34,2,73,25,,11,7,0,2,9,56,345,,35,625,625
"556",9859639,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-21 11:39:01,32,17,74,8,8,5,,16,8,0,1,7,54,465,,35,730,730
"557",9859653,"pimgr","consent","realstart","instdeq",,,,,,,,,,,,,4,,,,,,,,,2,12,,,,,18,
"558",9859665,"pimgr","consent","realstart","instrses","rses",,,,,,,,,,,,2,,,,,,1,,,0,1,,,,,4,
"559",9859695,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-21 12:09:44,34,2,29,13,8,,5,7,6,0,2,3,72,,532,32,745,745
"560",9859697,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,1,,,,1,,,,,2,2,,,,,6,
"561",9859725,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-21 12:30:42,27,8,48,2,7,28,,3,2,0,1,2,38,345,,31,542,542
"562",9859726,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"563",9859734,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,6,,,,,4,,,,1,4,,,,,15,
"564",9859736,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-21 12:37:17,22,4,44,3,11,10,,7,2,0,0,3,42,288,,51,487,487
"565",9859801,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-21 13:33:25,24,6,43,12,31,46,,11,15,0,7,9,56,449,,66,775,775
"566",9859807,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-21 13:35:08,49,20,34,2,10,41,,5,2,0,1,2,54,444,,41,705,705
"567",9859811,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-21 15:03:37,20,5493,31,16,7,20,,5,6,0,0,8,44,225,,35,5910,5910
"568",9859813,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"569",9859815,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,4,,,,,3,,,,1,3,,,,,11,
"570",9859817,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-21 13:42:36,33,10,50,2,7,26,,8,3,0,0,8,44,366,,38,595,595
"571",9859835,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat",,,,,,,,,,5,48,,4,,4,,,,4,3,,,,,68,
"572",9859843,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"573",9859882,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-21 14:24:29,22,4,21,2,2,14,,3,3,0,1,6,36,248,,32,394,394
"574",9859885,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat","instcesd","cesd","instsds","sds","lastpage",2017-06-21 14:33:48,30,8,36,8,23,,7,9,9,0,2,8,49,,635,40,864,864
"575",9859887,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-21 14:37:40,28,7,71,8,10,,5,6,6,0,1,8,59,,734,61,1004,1004
"576",9859896,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instqiat","sc.qiat","instsds","sds","instcesd","cesd","lastpage",2017-06-21 14:40:24,19,14,30,4,6,,4,6,10,0,2,6,49,,774,37,961,961
"577",9859902,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat","sc.qiat",,,,,,,,4,16,,3,,2,1,,,2,1,26,,,,55,
"578",9859916,"pimgr","consent","realstart","instqiat",,,,,,,,,,,,,30,,,,,,,,,1,9,,,,,40,
"579",9859920,"pimgr","consent","realstart","instqiat","sc.qiat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-21 14:51:11,21,2,37,2,6,,4,11,2,0,1,6,33,,771,40,936,936
"580",9859922,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"581",9860032,"pimgr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
"582",9860035,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,
"583",9860037,"pimgr","consent","realstart",,,,,,,,,,,,,,5,,,,,,,,,1,,,,,,6,
"584",9860039,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-21 15:36:38,36,26,56,9,7,64,,8,14,0,2,155,102,345,,45,869,869
"585",9860049,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat","instrses","rses","instsds","sds","instcesd","cesd","lastpage",2017-06-21 15:43:57,49,2,45,6,12,,9,4,8,0,2,4,59,,638,50,888,888
"586",9860051,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-21 15:40:03,20,5,34,5,6,13,,9,5,0,4,7,49,322,,42,521,521
"587",9860066,"pimgr","consent","realstart","instrses","rses","instqiat","sc.qiat","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-21 16:02:52,37,2,31,2,14,,5,9,1,0,0,7,88,,949,36,1181,1181
"588",9860090,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-21 16:10:38,17,2,43,1,4,2,,2,3,0,2,4,49,241,,46,416,416
"589",9860099,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,9,,,,6,,,,,0,2,,,,,17,
"590",9860111,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat",,,,,,,,,,7,26,,4,,4,,,,7,9,,,,,57,
"591",9860132,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,2,,,,2,,,,,2,2,,,,,8,
"592",9860133,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat",,,,,,,,10,25,,9,2,,7,,,1,6,45,,,,105,
"593",9860143,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat",,,,,,,,3,133,,13,35,,8,,,0,49,60,,,,301,
"594",9860146,"pimgr","consent","realstart","instiat","sc.iat","instdeq","deq","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-21 17:03:26,40,35,55,7,20,48,,15,6,0,0,5,44,398,,45,718,718
"595",9860148,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instcesd","cesd","instsds","sds","lastpage",2017-06-21 17:34:24,68,646,63,4,4,15,,769,4,0,2,4,100,769,,88,2536,2536
"596",9860236,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
"597",9860237,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instiat","sc.iat","instcesd","cesd","instsds","sds","lastpage",2017-06-21 18:35:02,30,2,34,4,2,21,,3,3,0,1,3,51,315,,30,499,499
"598",9860249,"pimgr","consent","realstart","instdeq","deq","instiat","sc.iat","instrses","rses","instcesd","cesd","instsds","sds","lastpage",2017-06-21 18:55:57,28,50,54,11,7,42,,18,10,0,1,4,65,441,,43,774,774
"599",9860262,"pimgr","consent","realstart","instdeq","deq","instqiat","sc.qiat",,,,,,,,,,2,22,,3,,2,,,,1,4,,,,,34,
"600",9860270,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,
"601",9860290,"pimgr","consent","realstart","instiat","sc.iat","instrses","rses","instdeq","deq","instsds","sds","instcesd","cesd","lastpage",2017-06-21 19:30:59,28,13,33,7,6,29,,9,6,0,1,6,49,359,,38,584,584
"602",9860293,"pimgr","consent","realstart","instdeq","deq",,,,,,,,,,,,4,,,11,,,,,,2,10,,,,,27,
"603",9860325,"pimgr","consent",,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,5,
"604",9860346,"pimgr","consent","realstart","instiat","sc.iat",,,,,,,,,,,,4,,,,46,,,,,1,5,,,,,56,
"605",9860349,"pimgr","consent","realstart","instdeq","deq","instrses","rses","instqiat",,,,,,,,,4,41,,6,,,21,,,1,4,34,,,,111,
"606",9860350,"pimgr","consent","realstart","instrses","rses","instdeq","deq","instiat","sc.iat","instsds","sds","instcesd","cesd","lastpage",2017-06-21 20:39:47,36,5,36,7,2,21,,9,8,0,3,7,59,358,,42,593,593
"607",9860358,"pimgr","consent","realstart","instqiat","sc.qiat",,,,,,,,,,,,128,,,,,2,,,,0,2,,,,,132,
